embedding_id,asset_ref_title,visual_caption,source_asset_id,embedding_model_version,modality,owner_account_id,capture_date
EMB-10781,Promotional Banner - Rustic Graphic,"This video-frame presents a flat-lay photograph of office stationery items including notebooks, pens, and sticky notes arranged on a white surface. Generic business lifestyle imagery for unspecified corporate use. Asset: Promotional Banner - Rustic Graphic.",BA-006202,openai-ada-002-multimodal,video-frame,ACC-3012,2025-12-11
EMB-10782,Coffee Cup Close-Up - Soft Illustration,"A document-style image presenting a menu layout with typography hierarchy, food category icons, and brand color palette. The asset supports point-of-sale and digital menu board deployment. Asset: Coffee Cup Close-Up - Soft Illustration.",BA-008945,openai-ada-002-multimodal,image,ACC-4234,2026-01-29
EMB-10783,Customer Smiling Testimonial - Saturated Photo,"This logo-vector presents a spring fashion flatlay with apparel items arranged in a minimal editorial style, featuring color-coordinated accessories and seasonal campaign visual content framing. Reference: Customer Smiling Testimonial - Saturated Photo.",BA-005103,clip-vit-large-patch14-v1,logo-vector,ACC-2801,2026-02-07
EMB-10784,Logo Variations Sheet - Warm Illustration,"This document-visual presents a flat-lay photograph of office stationery items including notebooks, pens, and sticky notes arranged on a white surface. Generic business lifestyle imagery for unspecified corporate use. Asset: Logo Variations Sheet - Warm Illustration.",BA-007524,clip-vit-large-patch14-v1,document-visual,ACC-2712,2026-01-14
EMB-10785,Pasta Dish Plated - Lifestyle Graphic,"This video-frame showcases a class schedule poster for a fitness studio, featuring action shots of a fitness class in session with dynamic typography and branded color overlays. Suitable for Instagram story templates and in-studio signage. Asset title: Pasta Dish Plated - Lifestyle Graphic.",BA-007524,clip-vit-large-patch14-v1,video-frame,ACC-5534,2026-01-11
EMB-10786,Discount Badge Graphic - Dynamic Banner,"This image presents a spring fashion flatlay with apparel items arranged in a minimal editorial style, featuring color-coordinated accessories and seasonal campaign visual content framing. Reference: Discount Badge Graphic - Dynamic Banner.",BA-006458,clip-vit-large-patch14-v1,image,ACC-3901,2025-12-27
EMB-10787,Brand Identity Collateral - Soft Collateral,A holiday gift display photo featuring curated product arrangements with holiday sale signage and branded ribbon elements. This graphic-design is a seasonal campaign visual for email header graphics and point-of-sale displays. Title: Brand Identity Collateral - Soft Collateral.,BA-005546,clip-vit-large-patch14-v1,graphic-design,ACC-4534,2025-12-04
EMB-10788,Apparel Product Flatlay - Candid Badge,"A crisp product photo of an espresso cup on a marble surface, captured in a product-focused style for e-commerce imagery and promotional graphic use. This graphic-design highlights the coffee shop aesthetic with clean composition and warm lighting. Reference: Apparel Product Flatlay - Candid Badge.",BA-005546,openai-ada-002-multimodal,graphic-design,ACC-4234,2026-03-06
EMB-10789,Spring Collection Lookbook - Candid Video Still,"This image showcases a class schedule poster for a fitness studio, featuring action shots of a fitness class in session with dynamic typography and branded color overlays. Suitable for Instagram story templates and in-studio signage. Asset title: Spring Collection Lookbook - Candid Video Still.",BA-005546,clip-vit-base-patch32-v2,image,ACC-5467,2025-11-21
EMB-10790,Email Header Graphic - Lifestyle Photo,"A logo-vector video-frame featuring a simplified icon lockup for a coffee brand, rendered in scalable format for use across coffee shop signage, loyalty cards, and digital brand identity applications. Title: Email Header Graphic - Lifestyle Photo.",BA-008090,clip-vit-large-patch14-v1,video-frame,ACC-1001,2026-01-20
EMB-10791,Property Photo Exterior - Rustic Graphic,"This document-visual presents a modern kitchen interior property photo with clean lines, natural light, and lifestyle staging. The image serves as a virtual tour still and brand identity collateral for real estate and hospitality marketing. Reference: Property Photo Exterior - Rustic Graphic.",BA-008090,google-multimodal-embed-v1,document-visual,ACC-4234,2025-12-29
EMB-10792,Seasonal Campaign Visual - Product-Focused Banner,"This logo-vector depicts a customer testimonial quote graphic with a candid customer smiling portrait, overlaid with branded typography and social proof messaging. Designed for Instagram story and promotional banner use. Asset: Seasonal Campaign Visual - Product-Focused Banner.",BA-008626,clip-vit-large-patch14-v1,logo-vector,ACC-4312,2026-03-03
EMB-10793,Brand Identity Collateral - Lifestyle Collateral,"This graphic-design presents a case study visual with data visualization overlays and branded typography, serving as visual identity collateral for B2B marketing and client presentation decks. Asset reference: Brand Identity Collateral - Lifestyle Collateral.",BA-002130,clip-vit-base-patch32-v2,graphic-design,ACC-4312,2025-12-06
EMB-10794,Instagram Story Template - Lifestyle Collateral,"A product-focused image featuring an espresso bar setup with branded cups, equipment, and menu board visible in the background, shot for coffee shop marketing and hospitality brand discovery. Asset: Instagram Story Template - Lifestyle Collateral.",BA-001936,openai-ada-002-multimodal,image,ACC-5534,2026-01-23
EMB-10795,Apparel Product Flatlay - Soft Photo,"This graphic-design presents a minimalist black-and-white portrait photograph of an unidentified person in profile view, shot in a studio setting with dramatic side lighting. Generic editorial portrait for unspecified use. Reference: Apparel Product Flatlay - Soft Photo.",BA-002232,clip-vit-large-patch14-v1,graphic-design,ACC-4234,2025-12-25
EMB-10796,Class Schedule Poster - Rustic Banner,"This image showcases a class schedule poster for a fitness studio, featuring action shots of a fitness class in session with dynamic typography and branded color overlays. Suitable for Instagram story templates and in-studio signage. Asset title: Class Schedule Poster - Rustic Banner.",BA-002232,clip-vit-large-patch14-v1,image,ACC-4312,2026-03-10
EMB-10797,Salad Bowl Overhead - Rustic Template,"A graphic-design image featuring a spring collection promotional banner with pastel tones, floral motifs, and discount badge elements for e-commerce and email marketing campaigns. Title: Salad Bowl Overhead - Rustic Template.",BA-001326,clip-vit-large-patch14-v1,image,ACC-5467,2026-02-05
EMB-10798,Boutique Storefront - Clean Badge,A visual identity collateral piece featuring logo lockup variations and color palette swatches rendered as a image for brand discovery and asset management workflows. The layout supports multi-channel deployment. Title: Boutique Storefront - Clean Badge.,BA-006874,clip-vit-large-patch14-v1,image,ACC-2712,2026-03-08
EMB-10799,Discount Badge Graphic - Artisan Banner,"A nature photography graphic-design featuring a mountain landscape at golden hour, with wide-angle composition and atmospheric haze effects. The image serves as a generic stock visual for travel and wellness content. Asset: Discount Badge Graphic - Artisan Banner.",BA-006874,elastic-elser-v2-visual,graphic-design,ACC-1001,2025-11-11
EMB-10800,Brand Identity Collateral - Clean Video Still,"A document-style graphic-design presenting a menu layout with typography hierarchy, food category icons, and brand color palette. The asset supports point-of-sale and digital menu board deployment. Asset: Brand Identity Collateral - Clean Video Still.",BA-002341,clip-vit-large-patch14-v1,graphic-design,ACC-4234,2026-01-01
EMB-10801,Quote Graphic Social Proof - Clean Graphic,"This logo-vector presents an abstract geometric pattern in muted blue and grey tones, generated as a background texture asset for general design library use. The composition features repeating hexagonal shapes with subtle gradient overlays. Asset title: Quote Graphic Social Proof - Clean Graphic.",BA-005823,clip-vit-large-patch14-v1,logo-vector,ACC-5534,2025-12-03
EMB-10802,Logo Variations Sheet - Bold Illustration,This image shows a macro photograph of a circuit board with electronic components highlighted under studio lighting. Intended for technology product documentation and hardware marketing collateral. Asset: Logo Variations Sheet - Bold Illustration.,BA-005339,clip-vit-base-patch32-v2,image,ACC-4234,2026-01-24
EMB-10803,Pasta Dish Plated - Dynamic Video Still,"A logo-vector depicting a children's book illustration style artwork featuring cartoon animals in a forest setting, rendered in bright primary colors. Created for educational publishing and youth content. Title: Pasta Dish Plated - Dynamic Video Still.",BA-005680,clip-vit-base-patch32-v2,logo-vector,ACC-4734,2026-03-10
EMB-10804,Brand Identity Collateral - Minimal Banner,"This document-visual presents a modern kitchen interior property photo with clean lines, natural light, and lifestyle staging. The image serves as a virtual tour still and brand identity collateral for real estate and hospitality marketing. Reference: Brand Identity Collateral - Minimal Banner.",BA-005680,clip-vit-large-patch14-v1,document-visual,ACC-2567,2025-12-11
EMB-10805,Espresso Bar Setup - Editorial Banner,"This document-visual captures a richly styled Italian food spread featuring handmade pasta dish plated with fresh herbs and parmesan, shot in a rustic editorial style for restaurant dining promotions. The food photography highlights warm tones and texture, making it ideal for menu board and social media use. Asset reference: Espresso Bar Setup - Editorial Banner.",BA-007011,clip-vit-base-patch32-v2,document-visual,ACC-1042,2025-12-14
EMB-10806,Spring Fashion Flatlay - Soft Photo,"This image captures an architectural diagram of a commercial building facade, rendered in technical line-art style with dimension annotations and material callouts. Intended for construction project documentation. Reference: Spring Fashion Flatlay - Soft Photo.",BA-004153,openai-ada-002-multimodal,image,ACC-4234,2025-11-28
EMB-10807,Coffee Cup Close-Up - Branded Collateral,"This video-frame presents a spring fashion flatlay with apparel items arranged in a minimal editorial style, featuring color-coordinated accessories and seasonal campaign visual content framing. Reference: Coffee Cup Close-Up - Branded Collateral.",BA-004153,clip-vit-large-patch14-v1,video-frame,ACC-1412,2026-02-21
