asset_id,asset_title,asset_description,asset_type,content_category,business_vertical,campaign_theme,color_palette_tags,file_format,owner_account_id,is_active,upload_date,reuse_count,aspect_ratio
BA-100785,Neighborhood Store Social Media Graphic - Rewards Program,This Social Media Graphic is a general-purpose design template available for General Small Business use cases. The bold-red-gold color configuration was selected based on internal style guide recommendations. File metadata has been validated for compliance with platform upload standards. Administrative tagging reflects the Loyalty Program campaign classification for archival purposes.,Social Media Graphic,Social Media Content,General Small Business,Loyalty Program,['bold-red-gold'],JPEG,ACC-1004,True,2025-12-20,55,9:16
BA-100786,Coffee Shop Business Card - Sunday Brunch,This Business Card is a general-purpose design template available for Food & Beverage use cases. The sunset-orange-coral color configuration was selected based on internal style guide recommendations. File metadata has been validated for compliance with platform upload standards. Administrative tagging reflects the Weekend Brunch Series campaign classification for archival purposes.,Business Card,Social Media Content,Food & Beverage,Weekend Brunch Series,['sunset-orange-coral'],SVG,ACC-1023,False,2025-11-25,2,3:2
BA-100787,Style Studio Promotional Banner - Italian Flavors,"This Promotional Banner was created to support Fashion & Apparel marketing efforts during the Italian Cuisine Feature campaign period. Using a bold-red-gold visual style, the asset functions as promotional content across digital channels. The design balances brand materials with campaign-specific visual collateral, ensuring consistency across touchpoints. It is suitable for use in business signage, social content, and marketing graphics deployments.",Promotional Banner,Food & Beverage Imagery,Fashion & Apparel,Italian Cuisine Feature,['bold-red-gold'],PNG,ACC-1033,True,2025-12-25,10,1:1
BA-100788,Home Listings Social Media Graphic - Fall Flavors,"This Social Media Graphic was created to support Real Estate marketing efforts during the Fall Harvest campaign period. Using a fresh-green-white visual style, the asset functions as promotional content across digital channels. The design balances brand materials with campaign-specific visual collateral, ensuring consistency across touchpoints. It is suitable for use in business signage, social content, and marketing graphics deployments.",Social Media Graphic,Social Media Content,Real Estate,Fall Harvest,"['fresh-green-white', 'lavender-lilac']",SVG,ACC-1002,True,2026-03-05,4,16:9
BA-100789,Vacation Rental Flyer - Happy Hour,This Flyer represents a draft-stage design asset for Hospitality stakeholders. The sky-blue-white palette was specified in the creative brief but has not been finalized. It is catalogued under Happy Hour Promo pending further review by the brand team. Metadata fields are populated for discoverability but content may require revision before use.,Flyer,Brand Identity,Hospitality,Happy Hour Promo,['sky-blue-white'],AI,ACC-1006,True,2026-02-08,15,9:16
BA-100790,Fashion Brand Video Clip - Green Initiative,"This Video Clip asset serves as a foundational piece of brand identity for Fashion & Apparel operations running a Sustainability Initiative initiative. Featuring a charcoal-white-minimal color scheme, it is optimized for Instagram story template use and social media graphic deployment. The design incorporates customer testimonial elements, discount badge overlays, and email template header formats. Supports multimodal content types including video clip and product photo integrations for omnichannel campaigns.",Video Clip,Brand Identity,Fashion & Apparel,Sustainability Initiative,"['charcoal-white-minimal', 'electric-neon']",JPEG,ACC-1001,True,2025-11-29,1,16:9
BA-100791,Electronics Shop Flyer - Warm Winter Deals,"This Flyer is a core brand identity asset designed for Retail & E-commerce businesses, featuring bright-citrus-yellow color palette. It includes logo variations and menu board layouts optimized for Winter Warmth campaigns. The collateral supports food and beverage signage, loyalty program graphics, and Instagram story templates. Ideal for seasonal promotions including summer promotion and holiday sale contexts across digital and print channels.",Flyer,Social Media Content,Retail & E-commerce,Winter Warmth,['bright-citrus-yellow'],PNG,ACC-1011,True,2026-01-01,48,16:9
BA-100792,Tech Startup Promotional Banner - Customer Love,An archived Promotional Banner resource associated with SaaS & Technology operations and the Customer Testimonial Campaign initiative. Color tagging reflects the sky-blue-white palette used during the original design phase. This item is retained in the catalog for historical reference and potential future reuse. No active campaign deployment is currently scheduled for this asset.,Promotional Banner,Brand Identity,SaaS & Technology,Customer Testimonial Campaign,['sky-blue-white'],PNG,ACC-1030,False,2026-03-04,17,16:9
BA-100793,Bookstore Instagram Story Template - Autumn Harvest,"This Instagram Story Template asset serves as a foundational piece of brand identity for Retail & E-commerce operations running a Fall Harvest initiative. Featuring a forest-green-gold color scheme, it is optimized for Instagram story template use and social media graphic deployment. The design incorporates customer testimonial elements, discount badge overlays, and email template header formats. Supports multimodal content types including video clip and product photo integrations for omnichannel campaigns.",Instagram Story Template,Event & Campaign,Retail & E-commerce,Fall Harvest,['forest-green-gold'],SVG,ACC-1050,True,2026-01-12,10,4:3
BA-100794,Fashion Brand GIF Animation - Study Season,"Designed as a flagship GIF Animation for Fashion & Apparel brands, this piece integrates brand identity principles with Back to School campaign goals. The deep-burgundy-cream palette reinforces seasonal promotion messaging including summer promotion and holiday sale themes. It includes quote graphic overlays, customer testimonial campaign visuals, and loyalty program badge elements. Optimized for Instagram story template dimensions and social media graphic repurposing across platforms.",GIF Animation,Business Operations,Fashion & Apparel,Back to School,"['deep-burgundy-cream', 'vibrant-tropical', 'forest-green-gold']",PNG,ACC-1005,True,2026-01-17,0,9:16
BA-100795,Bed & Breakfast Quote Graphic - Festive Sale,This Quote Graphic represents a draft-stage design asset for Hospitality stakeholders. The pastel-spring palette was specified in the creative brief but has not been finalized. It is catalogued under Holiday Sale pending further review by the brand team. Metadata fields are populated for discoverability but content may require revision before use.,Quote Graphic,Loyalty & Rewards,Hospitality,Holiday Sale,"['pastel-spring', 'muted-sage-taupe']",AI,ACC-1043,True,2025-11-21,6,9:16
BA-100796,Gift Shop Video Clip - Holiday Deals,"Designed as a flagship Video Clip for Retail & E-commerce brands, this piece integrates brand identity principles with Holiday Sale campaign goals. The muted-sage-taupe palette reinforces seasonal promotion messaging including summer promotion and holiday sale themes. It includes quote graphic overlays, customer testimonial campaign visuals, and loyalty program badge elements. Optimized for Instagram story template dimensions and social media graphic repurposing across platforms.",Video Clip,Product Showcase,Retail & E-commerce,Holiday Sale,"['muted-sage-taupe', 'bright-citrus-yellow']",PNG,ACC-1006,False,2026-01-26,1,9:16
BA-100797,Coffee Shop Logo - Holiday Deals,"A campaign-ready Logo developed for Food & Beverage businesses participating in Holiday Sale initiatives. The warm-earth-tones palette drives visual cohesion across this suite of promotional content and brand materials. This marketing graphic is engineered for multi-channel deployment, from social content to email marketing assets. It reflects current design standards for business signage and digital visual collateral in competitive verticals.",Logo,Event & Campaign,Food & Beverage,Holiday Sale,"['warm-earth-tones', 'olive-terracotta', 'bold-red-gold']",MP4,ACC-1009,True,2026-01-19,7,1:1
