attack_signature,threat_name,threat_category,threat_description,mitigation_strategy,cve_references
SIG_01116,CAP Send Routing Info Attack,SMS Interception,Detected unauthorized SS7 signaling pattern indicating potential network probing,Block source GT immediately,CVE-2022-6143
SIG_01117,CAP Any Time Interrogation Attack,SMS Interception,Detected unauthorized SS7 signaling pattern indicating potential interception attempt,Rate limit signaling from source network,
SIG_01118,INAP Send Authentication Info Attack,SMS Interception,Detected malicious SS7 signaling pattern indicating potential network probing,Alert security operations center,CVE-2023-2878
SIG_01119,TCAP Update Location Attack,Spoofing,Detected unauthorized SS7 signaling pattern indicating potential network probing,Coordinate with roaming partner,
SIG_01120,CAP Send Authentication Info Attack,Fraud,Detected anomalous SS7 signaling pattern indicating potential network probing,Enable enhanced filtering rules,
SIG_01121,CAP Send Routing Info Attack,DoS Attack,Detected unauthorized SS7 signaling pattern indicating potential fraud activity,Implement geo-fencing restrictions,
SIG_01122,MAP Send Routing Info Attack,Unauthorized Access,Detected unauthorized SS7 signaling pattern indicating potential network probing,Rate limit signaling from source network,
SIG_01123,TCAP Send Routing Info Attack,Location Tracking,Detected malicious SS7 signaling pattern indicating potential network probing,Alert security operations center,CVE-2023-8865
SIG_01124,CAP Send Routing Info Attack,SMS Interception,Detected suspicious SS7 signaling pattern indicating potential fraud activity,Rate limit signaling from source network,
SIG_01125,CAP Provide Subscriber Info Attack,Unauthorized Access,Detected unauthorized SS7 signaling pattern indicating potential network probing,Alert security operations center,
SIG_01126,MAP Send Authentication Info Attack,SMS Interception,Detected unauthorized SS7 signaling pattern indicating potential interception attempt,Implement geo-fencing restrictions,CVE-2019-9443
SIG_01127,MAP Send Authentication Info Attack,Unauthorized Access,Detected anomalous SS7 signaling pattern indicating potential interception attempt,Rate limit signaling from source network,CVE-2019-7968
SIG_01128,CAP Send Authentication Info Attack,SMS Interception,Detected suspicious SS7 signaling pattern indicating potential subscriber tracking,Block source GT immediately,CVE-2021-8388
SIG_01129,INAP Update Location Attack,SMS Interception,Detected suspicious SS7 signaling pattern indicating potential fraud activity,Rate limit signaling from source network,
SIG_01130,MAP Insert Subscriber Data Attack,DoS Attack,Detected suspicious SS7 signaling pattern indicating potential subscriber tracking,Enable enhanced filtering rules,CVE-2023-7629
SIG_01131,TCAP Insert Subscriber Data Attack,Spoofing,Detected suspicious SS7 signaling pattern indicating potential subscriber tracking,Enable enhanced filtering rules,
SIG_01132,INAP Update Location Attack,SMS Interception,Detected anomalous SS7 signaling pattern indicating potential fraud activity,Alert security operations center,
SIG_01133,TCAP Send Authentication Info Attack,DoS Attack,Detected anomalous SS7 signaling pattern indicating potential fraud activity,Implement geo-fencing restrictions,
SIG_01134,INAP Insert Subscriber Data Attack,Spoofing,Detected anomalous SS7 signaling pattern indicating potential subscriber tracking,Alert security operations center,CVE-2019-5877
SIG_01135,CAP Provide Subscriber Info Attack,Location Tracking,Detected malicious SS7 signaling pattern indicating potential interception attempt,Enable enhanced filtering rules,
SIG_01136,INAP Insert Subscriber Data Attack,Spoofing,Detected suspicious SS7 signaling pattern indicating potential network probing,Implement geo-fencing restrictions,
SIG_01137,INAP Send Authentication Info Attack,DoS Attack,Detected suspicious SS7 signaling pattern indicating potential network probing,Block source GT immediately,
SIG_01138,CAP Update Location Attack,SMS Interception,Detected unauthorized SS7 signaling pattern indicating potential network probing,Alert security operations center,
SIG_01139,INAP Send Authentication Info Attack,Spoofing,Detected anomalous SS7 signaling pattern indicating potential interception attempt,Alert security operations center,
SIG_01140,CAP Any Time Interrogation Attack,Fraud,Detected malicious SS7 signaling pattern indicating potential network probing,Block source GT immediately,
SIG_01141,TCAP Provide Subscriber Info Attack,SMS Interception,Detected suspicious SS7 signaling pattern indicating potential fraud activity,Coordinate with roaming partner,
SIG_01142,INAP Provide Subscriber Info Attack,SMS Interception,Detected malicious SS7 signaling pattern indicating potential fraud activity,Implement geo-fencing restrictions,
SIG_01143,INAP Send Authentication Info Attack,DoS Attack,Detected unauthorized SS7 signaling pattern indicating potential network probing,Implement geo-fencing restrictions,
SIG_01144,MAP Any Time Interrogation Attack,Unauthorized Access,Detected malicious SS7 signaling pattern indicating potential fraud activity,Enable enhanced filtering rules,CVE-2020-5217
SIG_01145,INAP Provide Subscriber Info Attack,Fraud,Detected malicious SS7 signaling pattern indicating potential fraud activity,Block source GT immediately,CVE-2018-7622
SIG_01146,INAP Insert Subscriber Data Attack,DoS Attack,Detected malicious SS7 signaling pattern indicating potential fraud activity,Enable enhanced filtering rules,CVE-2018-5867
SIG_01147,TCAP Send Routing Info Attack,DoS Attack,Detected suspicious SS7 signaling pattern indicating potential interception attempt,Block source GT immediately,
SIG_01148,TCAP Send Authentication Info Attack,SMS Interception,Detected malicious SS7 signaling pattern indicating potential subscriber tracking,Alert security operations center,
SIG_01149,TCAP Send Authentication Info Attack,DoS Attack,Detected unauthorized SS7 signaling pattern indicating potential network probing,Implement geo-fencing restrictions,
SIG_01150,INAP Send Authentication Info Attack,SMS Interception,Detected suspicious SS7 signaling pattern indicating potential fraud activity,Block source GT immediately,
SIG_01151,INAP Any Time Interrogation Attack,Location Tracking,Detected unauthorized SS7 signaling pattern indicating potential fraud activity,Enable enhanced filtering rules,CVE-2022-1115
SIG_01152,INAP Any Time Interrogation Attack,DoS Attack,Detected anomalous SS7 signaling pattern indicating potential network probing,Coordinate with roaming partner,
SIG_01153,CAP Any Time Interrogation Attack,Unauthorized Access,Detected malicious SS7 signaling pattern indicating potential network probing,Coordinate with roaming partner,
SIG_01154,CAP Send Routing Info Attack,Fraud,Detected unauthorized SS7 signaling pattern indicating potential network probing,Coordinate with roaming partner,
SIG_01155,TCAP Any Time Interrogation Attack,SMS Interception,Detected anomalous SS7 signaling pattern indicating potential subscriber tracking,Block source GT immediately,CVE-2024-7793
SIG_01156,TCAP Update Location Attack,Spoofing,Detected unauthorized SS7 signaling pattern indicating potential subscriber tracking,Rate limit signaling from source network,
SIG_01157,TCAP Insert Subscriber Data Attack,Fraud,Detected malicious SS7 signaling pattern indicating potential subscriber tracking,Alert security operations center,
SIG_01158,CAP Any Time Interrogation Attack,Fraud,Detected anomalous SS7 signaling pattern indicating potential network probing,Coordinate with roaming partner,
SIG_01159,INAP Send Routing Info Attack,Fraud,Detected suspicious SS7 signaling pattern indicating potential interception attempt,Implement geo-fencing restrictions,CVE-2018-3292
SIG_01160,TCAP Insert Subscriber Data Attack,Location Tracking,Detected anomalous SS7 signaling pattern indicating potential fraud activity,Implement geo-fencing restrictions,
SIG_01161,CAP Send Authentication Info Attack,SMS Interception,Detected anomalous SS7 signaling pattern indicating potential subscriber tracking,Enable enhanced filtering rules,
SIG_01162,MAP Insert Subscriber Data Attack,Spoofing,Detected unauthorized SS7 signaling pattern indicating potential fraud activity,Alert security operations center,CVE-2018-6965
SIG_01163,INAP Send Routing Info Attack,DoS Attack,Detected suspicious SS7 signaling pattern indicating potential fraud activity,Coordinate with roaming partner,CVE-2018-2494
SIG_01164,CAP Insert Subscriber Data Attack,SMS Interception,Detected malicious SS7 signaling pattern indicating potential fraud activity,Coordinate with roaming partner,CVE-2024-4303
SIG_01165,CAP Send Routing Info Attack,Spoofing,Detected unauthorized SS7 signaling pattern indicating potential network probing,Block source GT immediately,
SIG_01166,CAP Send Authentication Info Attack,Spoofing,Detected suspicious SS7 signaling pattern indicating potential fraud activity,Coordinate with roaming partner,
SIG_01167,TCAP Any Time Interrogation Attack,Location Tracking,Detected suspicious SS7 signaling pattern indicating potential interception attempt,Implement geo-fencing restrictions,
SIG_01168,INAP Insert Subscriber Data Attack,Location Tracking,Detected anomalous SS7 signaling pattern indicating potential network probing,Alert security operations center,
SIG_01169,TCAP Send Routing Info Attack,Spoofing,Detected anomalous SS7 signaling pattern indicating potential interception attempt,Coordinate with roaming partner,
SIG_01170,TCAP Insert Subscriber Data Attack,Spoofing,Detected anomalous SS7 signaling pattern indicating potential network probing,Enable enhanced filtering rules,
SIG_01171,INAP Send Authentication Info Attack,SMS Interception,Detected anomalous SS7 signaling pattern indicating potential network probing,Enable enhanced filtering rules,CVE-2022-7275
SIG_01172,MAP Insert Subscriber Data Attack,Spoofing,Detected malicious SS7 signaling pattern indicating potential interception attempt,Alert security operations center,
SIG_01173,MAP Any Time Interrogation Attack,Fraud,Detected malicious SS7 signaling pattern indicating potential fraud activity,Coordinate with roaming partner,
SIG_01174,INAP Send Routing Info Attack,Unauthorized Access,Detected anomalous SS7 signaling pattern indicating potential subscriber tracking,Alert security operations center,
SIG_01175,TCAP Send Authentication Info Attack,Unauthorized Access,Detected suspicious SS7 signaling pattern indicating potential network probing,Block source GT immediately,
SIG_01176,INAP Provide Subscriber Info Attack,Location Tracking,Detected malicious SS7 signaling pattern indicating potential network probing,Block source GT immediately,
SIG_01177,INAP Any Time Interrogation Attack,Spoofing,Detected unauthorized SS7 signaling pattern indicating potential fraud activity,Block source GT immediately,
SIG_01178,CAP Provide Subscriber Info Attack,Fraud,Detected malicious SS7 signaling pattern indicating potential subscriber tracking,Alert security operations center,
SIG_01179,INAP Send Authentication Info Attack,SMS Interception,Detected malicious SS7 signaling pattern indicating potential network probing,Coordinate with roaming partner,
