experiment_id,experiment_name,retrieval_strategy,embedding_model,query_template,test_query,precision_at_5,recall_at_10,mrr_score,latency_ms,experiment_date,engineer_notes,deployed_to_production
EXP001403,Experiment 1403 - composed,composed,e5-large-v2,Template 19,Find marketing assets for Q4 campaign with high engagement metrics,0.871,0.726,0.742,2258,2025-11-08 01:05:07.853910,Testing latency improvements,False
EXP001404,Experiment 1404 - multi_step,filtered,all-MiniLM-L6-v2,Template 1,Find marketing assets for Q4 campaign with high engagement metrics,0.714,0.62,0.529,106,2025-11-08 02:05:07.853910,Testing accuracy improvements,False
EXP001405,Experiment 1405 - hybrid,hybrid,text-embedding-ada-002,Template 28,Find marketing assets for Q4 campaign with high engagement metrics,0.362,0.41,0.833,1633,2025-11-08 03:05:07.853910,Testing accuracy improvements,True
EXP001406,Experiment 1406 - multi_step,filtered,all-MiniLM-L6-v2,Template 23,Find marketing assets for Q4 campaign with high engagement metrics,0.396,0.509,0.53,732,2025-11-08 04:05:07.853910,Testing accuracy improvements,False
EXP001407,Experiment 1407 - multi_step,multi_step,text-embedding-ada-002,Template 34,Search for campaign assets tagged with sustainability,0.879,0.49,0.725,1029,2025-11-08 05:05:07.853910,Testing accuracy improvements,False
EXP001408,Experiment 1408 - hybrid,keyword,bge-large-en,Template 31,Locate product demonstration videos from last quarter,0.576,0.433,0.889,550,2025-11-08 06:05:07.853910,Testing performance improvements,False
EXP001409,Experiment 1409 - keyword,hybrid,e5-large-v2,Template 16,Search for campaign assets tagged with sustainability,0.368,0.549,0.716,137,2025-11-08 07:05:07.853910,Testing latency improvements,False
EXP001410,Experiment 1410 - multi_step,multi_step,e5-large-v2,Template 9,Find approved logos suitable for digital and print use,0.817,0.507,0.9,1257,2025-11-08 08:05:07.853910,Testing relevance improvements,False
EXP001411,Experiment 1411 - composed,filtered,e5-large-v2,Template 3,Search for campaign assets tagged with sustainability,0.876,0.657,0.666,2842,2025-11-08 09:05:07.853910,Testing relevance improvements,False
EXP001412,Experiment 1412 - multi_step,hybrid,instructor-xl,Template 34,Find approved logos suitable for digital and print use,0.822,0.453,0.863,2820,2025-11-08 10:05:07.853910,Testing latency improvements,False
EXP001413,Experiment 1413 - semantic,multi_step,instructor-xl,Template 4,Search for campaign assets tagged with sustainability,0.653,0.673,0.596,354,2025-11-08 11:05:07.853910,Testing relevance improvements,True
EXP001414,Experiment 1414 - composed,keyword,instructor-xl,Template 26,Search for brand-compliant social media templates,0.361,0.495,0.655,2139,2025-11-08 12:05:07.853910,Testing accuracy improvements,False
EXP001415,Experiment 1415 - multi_step,filtered,bge-large-en,Template 20,Find approved logos suitable for digital and print use,0.59,0.452,0.503,2658,2025-11-08 13:05:07.853910,Testing latency improvements,False
EXP001416,Experiment 1416 - hybrid,composed,instructor-xl,Template 35,Locate product demonstration videos from last quarter,0.759,0.551,0.547,1768,2025-11-08 14:05:07.853910,Testing relevance improvements,False
EXP001417,Experiment 1417 - hybrid,filtered,all-MiniLM-L6-v2,Template 40,Locate product demonstration videos from last quarter,0.835,0.572,0.75,1157,2025-11-08 15:05:07.853910,Testing latency improvements,False
EXP001418,Experiment 1418 - filtered,keyword,all-MiniLM-L6-v2,Template 6,Locate product demonstration videos from last quarter,0.941,0.601,0.874,1261,2025-11-08 16:05:07.853910,Testing latency improvements,False
EXP001419,Experiment 1419 - filtered,semantic,e5-large-v2,Template 16,Search for brand-compliant social media templates,0.802,0.815,0.868,2660,2025-11-08 17:05:07.853910,Testing relevance improvements,True
EXP001420,Experiment 1420 - semantic,multi_step,all-MiniLM-L6-v2,Template 12,Search for brand-compliant social media templates,0.661,0.566,0.582,2483,2025-11-08 18:05:07.853910,Testing relevance improvements,True
EXP001421,Experiment 1421 - semantic,keyword,instructor-xl,Template 1,Search for campaign assets tagged with sustainability,0.738,0.834,0.974,610,2025-11-08 19:05:07.853910,Testing latency improvements,False
EXP001422,Experiment 1422 - filtered,semantic,all-MiniLM-L6-v2,Template 6,Locate product demonstration videos from last quarter,0.818,0.649,0.838,1816,2025-11-08 20:05:07.853910,Testing performance improvements,False
EXP001423,Experiment 1423 - keyword,filtered,gte-large,Template 39,Search for brand-compliant social media templates,0.864,0.472,0.619,2814,2025-11-08 21:05:07.853910,Testing relevance improvements,True
EXP001424,Experiment 1424 - filtered,filtered,e5-large-v2,Template 26,Search for campaign assets tagged with sustainability,0.922,0.52,0.752,2008,2025-11-08 22:05:07.853910,Testing relevance improvements,False
EXP001425,Experiment 1425 - filtered,semantic,gte-large,Template 18,Search for campaign assets tagged with sustainability,0.695,0.715,0.618,235,2025-11-08 23:05:07.853910,Testing latency improvements,False
EXP001426,Experiment 1426 - hybrid,composed,gte-large,Template 29,Find marketing assets for Q4 campaign with high engagement metrics,0.71,0.679,0.945,1523,2025-11-09 00:05:07.853910,Testing accuracy improvements,False
EXP001427,Experiment 1427 - keyword,semantic,instructor-xl,Template 14,Search for brand-compliant social media templates,0.77,0.424,0.699,1452,2025-11-09 01:05:07.853910,Testing latency improvements,False
EXP001428,Experiment 1428 - keyword,filtered,bge-large-en,Template 15,Find marketing assets for Q4 campaign with high engagement metrics,0.84,0.677,0.597,545,2025-11-09 02:05:07.853910,Testing performance improvements,False
EXP001429,Experiment 1429 - semantic,multi_step,bge-large-en,Template 2,Search for campaign assets tagged with sustainability,0.459,0.515,0.598,2215,2025-11-09 03:05:07.853910,Testing latency improvements,False
EXP001430,Experiment 1430 - multi_step,filtered,gte-large,Template 22,Locate product demonstration videos from last quarter,0.74,0.758,0.57,2557,2025-11-09 04:05:07.853910,Testing accuracy improvements,True
EXP001431,Experiment 1431 - semantic,filtered,bge-large-en,Template 35,Search for brand-compliant social media templates,0.362,0.773,0.688,2351,2025-11-09 05:05:07.853910,Testing latency improvements,True
EXP001432,Experiment 1432 - multi_step,composed,instructor-xl,Template 28,Locate product demonstration videos from last quarter,0.949,0.877,0.513,1141,2025-11-09 06:05:07.853910,Testing accuracy improvements,False
EXP001433,Experiment 1433 - composed,filtered,text-embedding-ada-002,Template 40,Search for campaign assets tagged with sustainability,0.864,0.489,0.744,1259,2025-11-09 07:05:07.853910,Testing latency improvements,True
EXP001434,Experiment 1434 - semantic,filtered,text-embedding-ada-002,Template 22,Search for campaign assets tagged with sustainability,0.619,0.425,0.975,1385,2025-11-09 08:05:07.853910,Testing latency improvements,True
EXP001435,Experiment 1435 - hybrid,multi_step,bge-large-en,Template 3,Search for campaign assets tagged with sustainability,0.603,0.63,0.646,2071,2025-11-09 09:05:07.853910,Testing accuracy improvements,False
EXP001436,Experiment 1436 - keyword,semantic,all-MiniLM-L6-v2,Template 13,Search for brand-compliant social media templates,0.703,0.832,0.673,2090,2025-11-09 10:05:07.853910,Testing relevance improvements,False
EXP001437,Experiment 1437 - filtered,multi_step,instructor-xl,Template 36,Locate product demonstration videos from last quarter,0.801,0.625,0.636,2520,2025-11-09 11:05:07.853910,Testing relevance improvements,False
EXP001438,Experiment 1438 - keyword,multi_step,instructor-xl,Template 15,Locate product demonstration videos from last quarter,0.885,0.404,0.83,1663,2025-11-09 12:05:07.853910,Testing accuracy improvements,False
EXP001439,Experiment 1439 - hybrid,composed,bge-large-en,Template 32,Locate product demonstration videos from last quarter,0.691,0.418,0.543,1963,2025-11-09 13:05:07.853910,Testing relevance improvements,False
EXP001440,Experiment 1440 - composed,composed,text-embedding-ada-002,Template 32,Search for brand-compliant social media templates,0.797,0.416,0.607,2359,2025-11-09 14:05:07.853910,Testing performance improvements,False
EXP001441,Experiment 1441 - composed,semantic,instructor-xl,Template 2,Search for campaign assets tagged with sustainability,0.664,0.746,0.555,2606,2025-11-09 15:05:07.853910,Testing performance improvements,False
EXP001442,Experiment 1442 - filtered,semantic,text-embedding-ada-002,Template 8,Find approved logos suitable for digital and print use,0.501,0.532,0.928,1982,2025-11-09 16:05:07.853910,Testing latency improvements,False
EXP001443,Experiment 1443 - composed,hybrid,instructor-xl,Template 22,Search for brand-compliant social media templates,0.576,0.873,0.858,671,2025-11-09 17:05:07.853910,Testing latency improvements,False
EXP001444,Experiment 1444 - semantic,composed,instructor-xl,Template 38,Find approved logos suitable for digital and print use,0.66,0.633,0.821,1776,2025-11-09 18:05:07.853910,Testing relevance improvements,False
EXP001445,Experiment 1445 - keyword,semantic,instructor-xl,Template 18,Search for campaign assets tagged with sustainability,0.944,0.546,0.818,1923,2025-11-09 19:05:07.853910,Testing performance improvements,False
EXP001446,Experiment 1446 - semantic,multi_step,instructor-xl,Template 27,Find approved logos suitable for digital and print use,0.411,0.581,0.82,1725,2025-11-09 20:05:07.853910,Testing performance improvements,False
EXP001447,Experiment 1447 - composed,semantic,bge-large-en,Template 10,Find approved logos suitable for digital and print use,0.482,0.451,0.568,509,2025-11-09 21:05:07.853910,Testing accuracy improvements,False
EXP001448,Experiment 1448 - filtered,multi_step,instructor-xl,Template 39,Find marketing assets for Q4 campaign with high engagement metrics,0.425,0.773,0.929,1607,2025-11-09 22:05:07.853910,Testing relevance improvements,False
EXP001449,Experiment 1449 - hybrid,filtered,all-MiniLM-L6-v2,Template 7,Find approved logos suitable for digital and print use,0.823,0.479,0.654,2587,2025-11-09 23:05:07.853910,Testing performance improvements,False
EXP001450,Experiment 1450 - multi_step,multi_step,gte-large,Template 7,Locate product demonstration videos from last quarter,0.945,0.581,0.978,2136,2025-11-10 00:05:07.853910,Testing relevance improvements,True
EXP001451,Experiment 1451 - keyword,hybrid,text-embedding-ada-002,Template 20,Search for campaign assets tagged with sustainability,0.348,0.856,0.826,422,2025-11-10 01:05:07.853910,Testing latency improvements,False
EXP001452,Experiment 1452 - keyword,multi_step,e5-large-v2,Template 37,Search for campaign assets tagged with sustainability,0.697,0.671,0.594,455,2025-11-10 02:05:07.853910,Testing relevance improvements,False
EXP001453,Experiment 1453 - filtered,semantic,e5-large-v2,Template 37,Find marketing assets for Q4 campaign with high engagement metrics,0.808,0.516,0.683,839,2025-11-10 03:05:07.853910,Testing relevance improvements,True
EXP001454,Experiment 1454 - composed,hybrid,text-embedding-ada-002,Template 30,Find marketing assets for Q4 campaign with high engagement metrics,0.818,0.89,0.888,704,2025-11-10 04:05:07.853910,Testing relevance improvements,True
EXP001455,Experiment 1455 - keyword,multi_step,e5-large-v2,Template 24,Find marketing assets for Q4 campaign with high engagement metrics,0.34,0.408,0.883,2407,2025-11-10 05:05:07.853910,Testing accuracy improvements,True
EXP001456,Experiment 1456 - composed,composed,text-embedding-ada-002,Template 37,Search for campaign assets tagged with sustainability,0.923,0.74,0.564,996,2025-11-10 06:05:07.853910,Testing accuracy improvements,False
EXP001457,Experiment 1457 - semantic,filtered,instructor-xl,Template 26,Find approved logos suitable for digital and print use,0.528,0.739,0.551,1500,2025-11-10 07:05:07.853910,Testing accuracy improvements,False
EXP001458,Experiment 1458 - filtered,semantic,bge-large-en,Template 29,Locate product demonstration videos from last quarter,0.394,0.623,0.979,2518,2025-11-10 08:05:07.853910,Testing accuracy improvements,False
EXP001459,Experiment 1459 - filtered,composed,bge-large-en,Template 19,Find approved logos suitable for digital and print use,0.797,0.875,0.755,1385,2025-11-10 09:05:07.853910,Testing accuracy improvements,True
EXP001460,Experiment 1460 - multi_step,keyword,all-MiniLM-L6-v2,Template 32,Locate product demonstration videos from last quarter,0.331,0.751,0.812,259,2025-11-10 10:05:07.853910,Testing latency improvements,False
EXP001461,Experiment 1461 - filtered,keyword,text-embedding-ada-002,Template 30,Search for campaign assets tagged with sustainability,0.816,0.445,0.92,1954,2025-11-10 11:05:07.853910,Testing accuracy improvements,False
EXP001462,Experiment 1462 - hybrid,multi_step,instructor-xl,Template 31,Search for brand-compliant social media templates,0.604,0.56,0.832,941,2025-11-10 12:05:07.853910,Testing relevance improvements,False
EXP001463,Experiment 1463 - filtered,semantic,e5-large-v2,Template 6,Find approved logos suitable for digital and print use,0.877,0.888,0.843,751,2025-11-10 13:05:07.853910,Testing performance improvements,False
EXP001464,Experiment 1464 - keyword,filtered,bge-large-en,Template 15,Locate product demonstration videos from last quarter,0.593,0.789,0.942,2948,2025-11-10 14:05:07.853910,Testing accuracy improvements,True
EXP001465,Experiment 1465 - semantic,filtered,text-embedding-ada-002,Template 39,Locate product demonstration videos from last quarter,0.77,0.692,0.6,2084,2025-11-10 15:05:07.853910,Testing relevance improvements,False
EXP001466,Experiment 1466 - filtered,filtered,text-embedding-ada-002,Template 25,Search for brand-compliant social media templates,0.503,0.469,0.878,1595,2025-11-10 16:05:07.853910,Testing accuracy improvements,False
EXP001467,Experiment 1467 - hybrid,keyword,instructor-xl,Template 26,Search for campaign assets tagged with sustainability,0.73,0.739,0.769,1467,2025-11-10 17:05:07.853910,Testing relevance improvements,False
EXP001468,Experiment 1468 - filtered,semantic,all-MiniLM-L6-v2,Template 10,Find approved logos suitable for digital and print use,0.326,0.725,0.535,2500,2025-11-10 18:05:07.853910,Testing relevance improvements,False
EXP001469,Experiment 1469 - composed,filtered,text-embedding-ada-002,Template 35,Search for brand-compliant social media templates,0.603,0.505,0.933,1401,2025-11-10 19:05:07.853910,Testing performance improvements,True
